AgentId,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30
NONMN0106,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0107,46-60,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,A little,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0108,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0109,46-60,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0110,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0111,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0112,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0113,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Never,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
NONMN0114,18-25,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,Does not follow football,Never,Family,A lot,No,Local festivities,Traditional music,Frequently
NONMN0115,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,Does not follow football,Never,Family,Moderately,Yes,Religious events,Traditional music,Frequently
NONMN0116,46-60,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,Does not follow football,Never,Family,Moderately,No,Religious events,Traditional music,Frequently
NONMN0117,36-45,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Never,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,Does not follow football,Never,Family,Moderately,Yes,Religious events,Traditional music,Frequently
NONMN0118,36-45,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,No,Football,Does not follow football,Never,Family,Moderately,Yes,Religious events,Traditional music,Frequently
NONMN0119,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Never,Yes,Environmental impact,Incompatible,Yes,Maybe,No,Football,Does not follow football,Never,Family,Moderately,No,Religious events,Popular music,Frequently
NONMN0120,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,No,Football,Does not follow football,Never,Family,Moderately,No,Religious events,Traditional music,Frequently
NONMN0121,60+,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,No,Football,Does not follow football,Never,Family,A lot,Yes,Religious events,Traditional music,Frequently
NONMN0122,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,No,Football,Does not follow football,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0123,60+,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,No,Football,Does not follow football,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0124,18-25,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,A little compatible,Yes,Yes,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0125,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,No,Football,International team,Never,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0126,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,No,Football,International team,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0127,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Unsure,Always,No,Environmental impact,Incompatible,Yes,No,No,Football,International team,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0128,18-25,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0129,60+,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Unsure,Always,Yes,Environmental impact,Incompatible,Yes,No,No,Football,International team,Always,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
NONMN0130,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,Yes,Football,International team,Always,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
NONMN0131,36-45,Male,20+,No,A little,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Unsure,Always,Yes,Environmental impact,Incompatible,Yes,No,Yes,Football,International team,Always,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
NONMN0132,36-45,Male,20+,No,A little,Maintained,None,Never,None,Very negative,Yes,Very important,A little,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,International team,Never,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
NONMN0133,18-25,Male,20+,No,A little,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Always,Family,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0134,46-60,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Never,Family,Moderately,Yes,Local festivities,Traditional music,Frequently
NONMN0135,46-60,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Always,Family,A lot,Yes,Sports events,Traditional music,Frequently
NONMN0136,46-60,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Always,Family,Moderately,Yes,Religious events,Traditional music,Frequently
NONMN0137,18-25,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Always,Family,A little,Yes,Local festivities,Traditional music,Frequently
NONMN0138,46-60,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Always,Family,A little,No,Local festivities,Traditional music,Frequently
NONMN0139,46-60,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Always,Friends,A little,No,Sports events,Traditional music,Frequently
NONMN0140,46-60,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,Yes,Football,Does not follow football,Always,Friends,A little,No,Local festivities,Traditional music,Frequently
NONMN0141,46-60,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Always,Friends,A little,No,Religious events,Traditional music,Frequently
NONMN0142,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,No,Yes,Football,Does not follow football,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
NONMN0143,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,Yes,Football,Does not follow football,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
NONMN0144,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Incompatible,Yes,Maybe,Yes,Football,Does not follow football,Always,Friends,A little,No,Local festivities,Traditional music,Frequently
NONMN0145,46-60,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
NONMN0146,46-60,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Always,Friends,A little,No,Local festivities,Traditional music,Frequently
NONMN0147,46-60,Other,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Never,Friends,A little,Yes,Local festivities,Traditional music,Frequently
NONMN0148,60+,Other,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Football,International team,Never,Friends,A lot,No,Local festivities,Traditional music,Frequently
NONMN0149,60+,Other,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,International team,Never,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0150,60+,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,International team,Never,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0151,60+,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,No,Basketball,International team,Never,Friends,A lot,No,Local festivities,Popular music,Frequently
NONMN0152,60+,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,A little compatible,Yes,No,No,Basketball,International team,Never,Friends,A lot,Yes,Local festivities,Popular music,Frequently
NONMN0153,60+,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,No,Yes,Basketball,International team,Always,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0154,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Incompatible,Yes,Maybe,No,Basketball,International team,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
NONMN0155,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,No,No,Basketball,International team,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
NONMN0156,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0157,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,Yes,Basketball,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0158,36-45,Female,20+,No,A little,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,Yes,Basketball,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0159,36-45,Female,20+,No,A little,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,Yes,Football,International team,Always,Friends,A lot,Yes,Local festivities,Popular music,Frequently
NONMN0160,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,Yes,Football,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0161,36-45,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Maybe,Yes,Football,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0162,36-45,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Community opinion,Incompatible,Yes,Maybe,Yes,Football,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0163,60+,Other,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,International team,Always,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0164,36-45,Other,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,International team,Always,Friends,A lot,Yes,Local festivities,Popular music,Frequently
NONMN0165,60+,Other,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,Does not follow football,Always,Friends,A little,Yes,Local festivities,Traditional music,Frequently
NONMN0166,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Always,Friends,A lot,Yes,Local festivities,Popular music,Frequently
NONMN0167,60+,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Community opinion,Incompatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0168,60+,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,No,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0169,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,International team,Never,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0170,60+,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Never,Friends,A little,Yes,Local festivities,Popular music,Frequently
NONMN0171,46-60,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,Does not follow football,Never,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0172,46-60,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,International team,Rarely,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0173,46-60,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0174,36-45,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,International team,Rarely,Friends,A lot,Yes,Local festivities,Traditional music,Frequently
NONMN0175,26-35,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Popular music,Frequently
NONMN0176,26-35,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Popular music,Frequently
NONMN0177,26-35,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Popular music,Frequently
NONMN0178,26-35,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Popular music,Frequently
NONMN0179,26-35,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Unsure,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Traditional music,Frequently
NONMN0180,26-35,Male,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Unsure,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,Does not follow football,Rarely,Friends,A lot,Yes,Religious events,Traditional music,Frequently
NONMN0181,26-35,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Unsure,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,International team,Rarely,Friends,A little,Yes,Sports events,Traditional music,Frequently
NONMN0182,18-25,Female,20+,No,Not at all,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Friends,A little,Yes,Sports events,Traditional music,Occasionally
NONMN0183,18-25,Female,20+,No,A little,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Basketball,International team,Rarely,Friends,A little,Yes,Sports events,Traditional music,Occasionally
NONMN0184,18-25,Female,20+,No,A little,Maintained,None,Never,None,Very negative,Yes,Important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Friends,A little,Yes,Sports events,Traditional music,Frequently
NONMN0185,18-25,Female,20+,No,A little,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,Yes,Environmental impact,Incompatible,No,Yes,Yes,Football,Does not follow football,Sometimes,Alone,Not at all,Yes,None,Varied,Frequently
NONMN0186,18-25,Female,5-10,No,A little,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Incompatible,Yes,Yes,Yes,Football,Does not follow football,Rarely,Neighbours,Not at all,Yes,Community meetings,Popular music,Occasionally
NONMN0187,36-45,Female,20+,No,A little,Maintained,None,Never,None,Very negative,Yes,Very important,Not at all,Against,Always,No,Environmental impact,Incompatible,Yes,Yes,No,Football,Does not follow football,Sometimes,Alone,Not at all,Yes,None,Varied,Occasionally
